Average Board Evaluation,Average Material Threatened,Black,BlackElo,BlackTeam,BlackTeamCountry,Check Count,Date,ECO,Event,EventCategory,EventCountry,EventDate,EventRounds,EventType,FEN,Gambit Count,Move Count,PlyCount,Result,Round,SetUp,Site,Source,SourceDate,White,WhiteElo,WhiteTeam,WhiteTeamCountry,Aggressive
4.546666667,2.133333333,"Anand, Viswanathan",2555,,IND,5,1990/??/??,D00,Oakham YM,,ENG,1990/03/??,9,swiss,,0,30,60,0-1,?,,Oakham,ChessBase,7/1/1990,"Ward, Christopher",2390,,ARG,0
5.8375,1.142857143,"Anand, Viswanathan",2555,,IND,4,5/28/1990,A65,Far East Bank op,,PHI,5/28/1990,10,swiss,,2,56,112,0-1,1,,Manila,ChessBase,11/26/2008,"Valencia, Belsar",,,ARG,0
7.658064516,2.387096774,"Abriam, Luis",,,IND,1,5/29/1990,B38,Far East Bank op,,PHI,5/28/1990,10,swiss,,1,31,61,Jan-00,2,,Manila,ChessBase,11/26/2008,"Anand, Viswanathan",2555,,ARG,0
5.516666667,2.333333333,"Anand, Viswanathan",2555,,IND,0,5/30/1990,D20,Far East Bank op,,PHI,5/28/1990,10,swiss,,3,42,84,0-1,3,,Manila,ChessBase,11/26/2008,"Ortiz, Eduardo",,,ARG,0
9.041860465,2,"Garma, Chito",2280,,IND,1,5/31/1990,C16,Far East Bank op,,PHI,5/28/1990,10,swiss,,0,43,85,Jan-00,4,,Manila,ChessBase,11/26/2008,"Anand, Viswanathan",2555,,ARG,0
5.09,1.95,"Anand, Viswanathan",2555,,IND,3,6/1/1990,A34,Far East Bank op,,PHI,5/28/1990,10,swiss,,3,40,80,1/2-1/2,5,,Manila,ChessBase,11/26/2008,"Djuric, Stefan",2495,,ARG,0
6.329268293,0.707317073,"Knaak, Rainer",2500,,IND,0,6/2/1990,C02,Far East Bank op,,PHI,5/28/1990,10,swiss,,1,41,81,Jan-00,6,,Manila,ChessBase,11/26/2008,"Anand, Viswanathan",2555,,ARG,0
4.294871795,1.769230769,"Anand, Viswanathan",2555,,IND,1,6/4/1990,A36,Far East Bank op,,PHI,5/28/1990,10,swiss,,2,39,78,0-1,7,,Manila,ChessBase,11/26/2008,"Gicain, Dick",,,ARG,0
3.918918919,1.135135135,"Roca, Petronio",2335,,IND,0,6/5/1990,C02,Far East Bank op,,PHI,5/28/1990,10,swiss,,2,37,73,Jan-00,8,,Manila,ChessBase,11/26/2008,"Anand, Viswanathan",2555,,ARG,0
7.760869565,1.260869565,"Anand, Viswanathan",2555,,IND,0,6/7/1990,C61,Far East Bank op,,PHI,5/28/1990,10,swiss,,1,23,47,1/2-1/2,9,,Manila,ChessBase,11/26/2008,"De Guzman, Ricardo",2350,,ARG,0
5.2,1.468085106,"Torre, Eugenio",2550,,IND,6,6/8/1990,C65,Far East Bank op,,PHI,5/28/1990,10,swiss,,1,47,93,Jan-00,10,,Manila,ChessBase,11/26/2008,"Anand, Viswanathan",2555,,ARG,0
8.128125,2.1875,"Anand, Viswanathan",2610,,IND,0,1990/??/??,C50,Manila Interzonal,,PHI,1990/06/??,13,swiss,,1,32,65,1/2-1/2,1,,Manila,ChessBase,12/1/1990,"Ivanovic, Bozidar",2520,,ARG,0
7.403448276,1.431034483,Ye Rongguang,2525,,IND,10,1990/??/??,C73,Manila Interzonal,,PHI,1990/06/??,13,swiss,,2,58,115,Jan-00,2,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
8.173076923,1.326923077,"Anand, Viswanathan",2610,,IND,2,1990/??/??,B38,Manila Interzonal,,PHI,1990/06/??,13,swiss,,0,52,105,Jan-00,3,,Manila,ChessBase,12/1/1990,"Gelfand, Boris",2680,,ARG,0
6.341666667,1.944444444,"Rogers, Ian",2535,,IND,3,1990/??/??,C02,Manila Interzonal,,PHI,1990/06/??,13,swiss,,1,36,71,Jan-00,4,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
6.990740741,1.296296296,"Anand, Viswanathan",2610,,IND,1,1990/??/??,A07,Manila Interzonal,,PHI,1990/06/??,13,swiss,,2,54,109,Jan-00,5,,Manila,ChessBase,12/1/1990,"Damljanovic, Branko",2515,,ARG,0
6.626315789,0.157894737,"Chandler, Murray G",2560,,IND,0,1990/??/??,B56,Manila Interzonal,,PHI,1990/06/??,13,swiss,,1,19,37,1/2-1/2,6,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
6.812765957,2.638297872,"Anand, Viswanathan",2610,,IND,3,1990/??/??,A21,Manila Interzonal,,PHI,1990/06/??,13,swiss,,2,47,94,0-1,7,,Manila,ChessBase,12/1/1990,"Petursson, Margeir",2550,,ARG,0
5.813333333,1.4,"Seirawan, Yasser",2635,,IND,0,1990/??/??,D41,Manila Interzonal,,PHI,1990/06/??,13,swiss,,2,15,29,1/2-1/2,8,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
6.305263158,2.052631579,"Anand, Viswanathan",2610,,IND,2,1990/??/??,A17,Manila Interzonal,,PHI,1990/06/??,13,swiss,,0,38,76,1/2-1/2,9,,Manila,ChessBase,12/1/1990,"Georgiev, Kiril",2580,,ARG,0
5.978947368,1.105263158,"Lautier, Joel",2570,,IND,1,1990/??/??,B47,Manila Interzonal,,PHI,1990/06/??,13,swiss,,3,57,113,Jan-00,10,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
8.385,2.4,"Anand, Viswanathan",2610,,IND,0,1990/??/??,A53,Manila Interzonal,,PHI,1990/06/??,13,swiss,,1,40,80,0-1,11,,Manila,ChessBase,12/1/1990,"Miles, Anthony J",2595,,ARG,0
4.921052632,0.973684211,"Gurevich, Mikhail",2640,,IND,1,1990/??/??,C02,Manila Interzonal,,PHI,1990/06/??,13,swiss,,1,38,75,Jan-00,12,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
6.433333333,1.166666667,"Ivanchuk, Vassily",2680,,IND,0,1990/??/??,C42,Manila Interzonal,,PHI,1990/06/??,13,swiss,,0,12,23,1/2-1/2,13,,Manila,ChessBase,12/1/1990,"Anand, Viswanathan",2610,,ARG,0
8.797435897,1.487179487,"Piket, Jeroen",2495,,IND,1,1990/??/??,B88,OHRA-B,,NED,1990/07/??,9,swiss,,2,39,77,Jan-00,1,,Amsterdam,ChessBase,2/1/1991,"Anand, Viswanathan",2610,,ARG,0
9.144680851,1.787234043,"Anand, Viswanathan",2610,,IND,3,1990/??/??,C65,OHRA-B,,NED,1990/07/??,9,swiss,,3,47,95,1/2-1/2,2,,Amsterdam,ChessBase,2/1/1991,"Hellers, Ferdinand",2520,,ARG,0
5.343478261,1.565217391,"Fedorowicz, John P",2565,,IND,8,1990/??/??,B74,OHRA-B,,NED,1990/07/??,9,swiss,,3,46,92,0-1,3,,Amsterdam,ChessBase,2/1/1991,"Anand, Viswanathan",2610,,ARG,0
3.146666667,0.7,"Anand, Viswanathan",2610,,IND,2,1990/??/??,A50,OHRA-B,,NED,1990/07/??,9,swiss,,0,30,61,Jan-00,4,,Amsterdam,ChessBase,2/1/1991,"Uhlmann, Wolfgang",2505,,ARG,0
6.585185185,0.981481481,"Serper, Grigory",2485,,IND,1,1990/??/??,B66,OHRA-B,,NED,1990/07/??,9,swiss,,4,54,107,Jan-00,5,,Amsterdam,ChessBase,2/1/1991,"Anand, Viswanathan",2610,,ARG,0
3.731034483,1.655172414,"Anand, Viswanathan",2610,,IND,1,1990/??/??,B09,OHRA-B,,NED,1990/07/??,9,swiss,,3,58,116,0-1,6,,Amsterdam,ChessBase,2/1/1991,"Van Riemsdijk, Herman C",2440,,ARG,0
4.91,1.3,"Dorfman, Josif D",2580,,IND,0,1990/??/??,C29,OHRA-B,,NED,1990/07/??,9,swiss,,0,10,19,1/2-1/2,7,,Amsterdam,ChessBase,2/1/1991,"Anand, Viswanathan",2610,,ARG,0
4.14,1.076923077,"Anand, Viswanathan",2610,,IND,5,1990/??/??,A41,OHRA-B,,NED,1990/07/??,9,swiss,,3,65,130,0-1,8,,Amsterdam,ChessBase,2/1/1991,"Polgar, Zsuzsa",2510,,ARG,0
5.60212766,1.340425532,"Tukmakov, Vladimir B",2520,,IND,3,1990/??/??,B56,OHRA-B,,NED,1990/07/??,9,swiss,,2,47,94,1/2-1/2,9,,Amsterdam,ChessBase,2/1/1991,"Anand, Viswanathan",2610,,ARG,0
5.751428571,1.742857143,"Anand, Viswanathan",2610,,IND,1,1990/??/??,A33,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,0,35,70,0-1,1,,Novi Sad,ChessBase,3/1/1994,"Olafsson, Helgi",2595,,ARG,0
10.21025641,1.538461538,"Anand, Viswanathan",2610,,IND,0,1990/??/??,C09,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,39,79,Jan-00,3,,Novi Sad,ChessBase,3/1/1994,"Bouaziz, Slim",2360,,ARG,0
6.837837838,1.351351351,"Timman, Jan H",2660,,IND,0,1990/??/??,B49,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,1,37,73,1/2-1/2,5,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
7.144444444,1.962962963,"Anand, Viswanathan",2610,,IND,1,1990/??/??,E18,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,27,54,1/2-1/2,6,,Novi Sad,ChessBase,3/1/1994,"Speelman, Jonathan S",2605,,ARG,0
5.208333333,2.111111111,"Morovic Fernandez, Ivan",2530,,IND,0,1990/??/??,B38,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,36,71,Jan-00,7,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
9.515942029,1.739130435,"Boshku, Harallamb",,,IND,0,1990/??/??,C92,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,69,137,Jan-00,8,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
4.21875,1.53125,"Anand, Viswanathan",2610,,IND,11,1990/??/??,B08,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,64,129,Jan-00,9,,Novi Sad,ChessBase,3/1/1994,"Andersson, Ulf",2630,,ARG,0
5.254545455,0.727272727,"Anand, Viswanathan",2610,,IND,2,1990/??/??,E11,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,0,11,22,1/2-1/2,10,,Novi Sad,ChessBase,3/1/1994,Xu Jun,2520,,ARG,0
7.935483871,1.290322581,"Milos, Gilberto",2540,,IND,0,1990/??/??,C99,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,1,31,61,Jan-00,11,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
7.287096774,1.838709677,"Ribli, Zoltan",2610,,IND,0,1990/??/??,B47,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,2,31,61,Jan-00,12,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
6.515625,1.15625,"Ivanchuk, Vassily",2680,,IND,0,1990/??/??,C92,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,1,32,64,1/2-1/2,13,,Novi Sad,ChessBase,3/1/1994,"Anand, Viswanathan",2610,,ARG,0
6.215,1.65,"Anand, Viswanathan",2610,,IND,1,1990/??/??,E11,Novi Sad ol (Men),,YUG,11/17/1990,14,team-swiss,,0,20,40,1/2-1/2,14,,Novi Sad,ChessBase,3/1/1994,"Ftacnik, Lubomir",2550,,ARG,0
4.977777778,3.388888889,"Anand, Viswanathan",2635,,IND,1,1991/??/??,E25,Candidates m7,,IND,1991/01/??,6,match,,2,36,72,0-1,1,,Madras,ChessBase,7/1/1999,"Dreev, Alexey",2625,,ARG,0
6.19245283,1.528301887,"Dreev, Alexey",2625,,IND,3,1991/??/??,C13,Candidates m7,,IND,1991/01/??,6,match,,1,53,106,1/2-1/2,2,,Madras,ChessBase,7/1/1999,"Anand, Viswanathan",2635,,ARG,0
6.251111111,1.333333333,"Anand, Viswanathan",2635,,IND,0,1991/??/??,E12,Candidates m7,,IND,1991/01/??,6,match,,2,45,91,Jan-00,3,,Madras,ChessBase,7/1/1999,"Dreev, Alexey",2625,,ARG,0
8.234146341,0.951219512,"Dreev, Alexey",2625,,IND,1,1991/??/??,C11,Candidates m7,,IND,1991/01/??,6,match,,1,41,81,Jan-00,4,,Madras,ChessBase,7/1/1999,"Anand, Viswanathan",2635,,ARG,0
4.079661017,2.288135593,"Anand, Viswanathan",2635,,IND,8,1991/??/??,E12,Candidates m7,,IND,1991/01/??,6,match,,1,59,118,0-1,5,,Madras,ChessBase,7/1/1999,"Dreev, Alexey",2625,,ARG,0
6.9,2.257142857,"Dreev, Alexey",2625,,IND,5,1991/??/??,C11,Candidates m7,,IND,1991/01/??,6,match,,3,35,70,Jan-00,6,,Madras,ChessBase,7/1/1999,"Anand, Viswanathan",2635,,ARG,0
6.632352941,1.367647059,"Kamsky, Gata",2640,,IND,5,1991/??/??,C93,Linares 09th,17,ESP,1991/02/??,13,tourn,,4,68,135,Jan-00,1,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.302173913,1.239130435,"Anand, Viswanathan",2635,,IND,1,1991/??/??,A35,Linares 09th,17,ESP,1991/02/??,13,tourn,,5,46,92,0-1,2,,Linares,ChessBase,6/1/1991,"Karpov, Anatoly",2725,,ARG,0
9.452272727,1.431818182,"Beliavsky, Alexander G",2640,,IND,4,1991/??/??,C57,Linares 09th,17,ESP,1991/02/??,13,tourn,,0,44,88,0-1,3,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
5.9275,1.275,"Anand, Viswanathan",2635,,IND,2,1991/??/??,C42,Linares 09th,17,ESP,1991/02/??,13,tourn,,3,40,80,1/2-1/2,4,,Linares,ChessBase,6/1/1991,"Ehlvest, Jaan",2650,,ARG,0
3.953333333,1.433333333,"Gurevich, Mikhail",2650,,IND,2,1991/??/??,B09,Linares 09th,17,ESP,1991/02/??,13,tourn,,0,30,60,0-1,5,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
7.274509804,2.078431373,"Ljubojevic, Ljubomir",2590,,IND,5,1991/??/??,B48,Linares 09th,17,ESP,1991/02/??,13,tourn,,1,51,102,1/2-1/2,6,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
8.475,2.625,"Anand, Viswanathan",2635,,IND,0,1991/??/??,D05,Linares 09th,17,ESP,1991/02/??,13,tourn,,2,40,80,0-1,7,,Linares,ChessBase,6/1/1991,"Jussupow, Artur",2605,,ARG,0
7.239393939,0.878787879,"Ivanchuk, Vassily",2695,,IND,0,1991/??/??,B87,Linares 09th,17,ESP,1991/02/??,13,tourn,,2,33,66,0-1,8,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.436065574,0.950819672,"Anand, Viswanathan",2635,,IND,4,1991/??/??,A26,Linares 09th,17,ESP,1991/02/??,13,tourn,,0,61,123,Jan-00,9,,Linares,ChessBase,6/1/1991,"Gelfand, Boris",2700,,ARG,0
6.321428571,1.785714286,"Timman, Jan H",2630,,IND,1,1991/??/??,C44,Linares 09th,17,ESP,1991/02/??,13,tourn,,0,28,55,Jan-00,10,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
4.151851852,1.777777778,"Anand, Viswanathan",2635,,IND,1,1991/??/??,C43,Linares 09th,17,ESP,1991/02/??,13,tourn,,1,27,54,1/2-1/2,11,,Linares,ChessBase,6/1/1991,"Kasparov, Garry",2800,,ARG,0
7.677272727,1.045454545,"Speelman, Jonathan S",2610,,IND,1,1991/??/??,C10,Linares 09th,17,ESP,1991/02/??,13,tourn,,1,22,43,1/2-1/2,12,,Linares,ChessBase,6/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.388,1.42,"Anand, Viswanathan",2635,,IND,0,1991/??/??,E19,Linares 09th,17,ESP,1991/02/??,13,tourn,,3,50,101,Jan-00,13,,Linares,ChessBase,6/1/1991,"Salov, Valery",2645,,ARG,0
7.853846154,0.948717949,"Anand, Viswanathan",2635,,IND,0,5/4/1991,C02,Munich SKA,14,GER,5/4/1991,13,tourn,,2,39,79,Jan-00,1,,Munich,ChessBase,8/1/1991,"Nunn, John DM",2600,,ARG,0
9.01025641,1.846153846,"Polgar, Zsuzsa",2510,,IND,1,5/5/1991,B33,Munich SKA,14,GER,5/4/1991,13,tourn,,1,39,77,Jan-00,2,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.346428571,1.75,"Anand, Viswanathan",2635,,IND,1,5/6/1991,B09,Munich SKA,14,GER,5/4/1991,13,tourn,,1,28,56,0-1,3,,Munich,ChessBase,8/1/1991,"Beliavsky, Alexander G",2640,,ARG,0
3.730434783,0.804347826,"Hertneck, Gerald",2535,,IND,1,5/7/1991,C19,Munich SKA,14,GER,5/4/1991,13,tourn,,0,46,92,0-1,4,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.584375,1.375,"Anand, Viswanathan",2635,,IND,0,5/9/1991,C83,Munich SKA,14,GER,5/4/1991,13,tourn,,3,64,129,Jan-00,5,,Munich,ChessBase,8/1/1991,"Polgar, Judit",2540,,ARG,0
8.943902439,1.268292683,"Lobron, Eric",2545,,IND,6,5/10/1991,B06,Munich SKA,14,GER,5/4/1991,13,tourn,,0,41,82,Jan-00,6,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
7.790243902,2.146341463,"Anand, Viswanathan",2635,,IND,3,5/11/1991,B07,Munich SKA,14,GER,5/4/1991,13,tourn,,1,41,82,0-1,7,,Munich,ChessBase,8/1/1991,"Yudasin, Leonid",2645,,ARG,0
6.393333333,0.733333333,"Anand, Viswanathan",2635,,IND,0,5/12/1991,B08,Munich SKA,14,GER,5/4/1991,13,tourn,,0,15,31,1/2-1/2,8,,Munich,ChessBase,8/1/1991,"Kindermann, Stefan",2515,,ARG,0
6.73030303,1.363636364,"Wahls, Matthias",2560,,IND,1,5/14/1991,C88,Munich SKA,14,GER,5/4/1991,13,tourn,,2,33,65,Jan-00,9,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.039655172,1.672413793,"Anand, Viswanathan",2635,,IND,6,5/15/1991,E32,Munich SKA,14,GER,5/4/1991,13,tourn,,2,58,117,Jan-00,10,,Munich,ChessBase,8/1/1991,"Gelfand, Boris",2700,,ARG,0
5.753333333,1.133333333,"Hort, Vlastimil",2540,,IND,1,5/16/1991,B19,Munich SKA,14,GER,5/4/1991,13,tourn,,1,15,29,1/2-1/2,11,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
6.077272727,1.227272727,"Anand, Viswanathan",2635,,IND,1,5/17/1991,B32,Munich SKA,14,GER,5/4/1991,13,tourn,,1,22,45,1/2-1/2,12,,Munich,ChessBase,8/1/1991,"Huebner, Robert",2620,,ARG,0
6.9375,0.625,"Christiansen, Larry Mark",2590,,IND,0,5/19/1991,A30,Munich SKA,14,GER,5/4/1991,13,tourn,,0,16,31,1/2-1/2,13,,Munich,ChessBase,8/1/1991,"Anand, Viswanathan",2635,,ARG,0
4.530263158,1,"Karpov, Anatoly",2730,,IND,4,1991/??/??,B10,Candidates qf4,,BEL,1991/08/??,8,match,,3,76,151,1/2-1/2,1,,Brussels,ChessBase,7/1/1999,"Anand, Viswanathan",2650,,ARG,0
3.422368421,1.302631579,"Anand, Viswanathan",2650,,IND,9,1991/??/??,D46,Candidates qf4,,BEL,1991/08/??,8,match,,2,76,153,1/2-1/2,2,,Brussels,ChessBase,7/1/1999,"Karpov, Anatoly",2730,,ARG,0
4.989361702,1.744680851,"Karpov, Anatoly",2730,,IND,2,1991/??/??,B11,Candidates qf4,,BEL,1991/08/??,8,match,,2,47,94,1/2-1/2,3,,Brussels,ChessBase,7/1/1999,"Anand, Viswanathan",2650,,ARG,0
8.347619048,2.214285714,"Anand, Viswanathan",2650,,IND,0,1991/??/??,D46,Candidates qf4,,BEL,1991/08/??,8,match,,2,42,85,Jan-00,4,,Brussels,ChessBase,7/1/1999,"Karpov, Anatoly",2730,,ARG,0
5.910638298,0.904255319,"Karpov, Anatoly",2730,,IND,13,1991/??/??,B12,Candidates qf4,,BEL,1991/08/??,8,match,,4,94,187,1/2-1/2,5,,Brussels,ChessBase,7/1/1999,"Anand, Viswanathan",2650,,ARG,0
6.454285714,1.614285714,"Anand, Viswanathan",2650,,IND,1,1991/??/??,D46,Candidates qf4,,BEL,1991/08/??,8,match,,6,70,140,0-1,6,,Brussels,ChessBase,7/1/1999,"Karpov, Anatoly",2730,,ARG,0
5.86984127,1.015873016,"Karpov, Anatoly",2730,,IND,2,1991/??/??,B12,Candidates qf4,,BEL,1991/08/??,8,match,,2,63,125,1/2-1/2,7,,Brussels,ChessBase,7/1/1999,"Anand, Viswanathan",2650,,ARG,0
7.993548387,1.419354839,"Anand, Viswanathan",2650,,IND,0,1991/??/??,D46,Candidates qf4,,BEL,1991/08/??,8,match,,2,31,63,Jan-00,8,,Brussels,ChessBase,7/1/1999,"Karpov, Anatoly",2730,,ARG,0
8.8175,2.175,"Bij de Weg, Minke",,,IND,4,9/1/1991,D53,Amsterdam blindfold blind ,,NED,9/1/1991,1,simul,,1,40,80,Jan-00,?,,Amsterdam,ChessBase,11/25/2001,"Anand, Viswanathan",2635,,ARG,0
5.217647059,1.470588235,"Dolman, Dirk",,,IND,0,9/1/1991,B04,Amsterdam blindfold blind ,,NED,9/1/1991,1,simul,,0,17,33,Jan-00,?,,Amsterdam,ChessBase,11/25/2001,"Anand, Viswanathan",2635,,ARG,0
6.8025,1.575,"Krabbe, Tim",2290,,IND,1,9/1/1991,A07,Amsterdam blindfold blind ,,NED,9/1/1991,1,simul,,0,40,80,1/2-1/2,?,,Amsterdam,ChessBase,11/25/2001,"Anand, Viswanathan",2635,,ARG,0
8.297142857,2.514285714,"Munninghoff, Alexander",,,IND,0,9/1/1991,E60,Amsterdam blindfold blind ,,NED,9/1/1991,1,simul,,3,35,69,Jan-00,?,,Amsterdam,ChessBase,11/25/2001,"Anand, Viswanathan",2635,,ARG,0
8.4125,2.125,"Van der Vliet, Fredrik",2330,,IND,0,9/1/1991,A07,Amsterdam blindfold blind ,,NED,9/1/1991,1,simul,,1,40,80,1/2-1/2,?,,Amsterdam,ChessBase,11/25/2001,"Anand, Viswanathan",2635,,ARG,0
5.822033898,1.305084746,"Anand, Viswanathan",2650,,IND,1,1991/??/??,B47,Tilburg,17,NED,1991/10/??,14,tourn,,3,59,118,0-1,1,,Tilburg,ChessBase,2/1/1992,"Short, Nigel D",2660,,ARG,0
5.630909091,1.090909091,"Timman, Jan H",2630,,IND,3,1991/??/??,C06,Tilburg,17,NED,1991/10/??,14,tourn,,3,55,110,0-1,2,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
3.689189189,2.054054054,"Anand, Viswanathan",2650,,IND,21,1991/??/??,D43,Tilburg,17,NED,1991/10/??,14,tourn,,0,111,222,0-1,3,,Tilburg,ChessBase,2/1/1992,"Kortschnoj, Viktor",2610,,ARG,0
9.897368421,2.263157895,"Kamsky, Gata",2595,,IND,1,1991/??/??,C86,Tilburg,17,NED,1991/10/??,14,tourn,,3,38,75,Jan-00,4,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
8.139285714,3.285714286,"Anand, Viswanathan",2650,,IND,2,1991/??/??,B48,Tilburg,17,NED,1991/10/??,14,tourn,,1,28,57,Jan-00,5,,Tilburg,ChessBase,2/1/1992,"Kasparov, Garry",2770,,ARG,0
8.385964912,2.298245614,"Karpov, Anatoly",2730,,IND,5,1991/??/??,B12,Tilburg,17,NED,1991/10/??,14,tourn,,1,57,113,Jan-00,6,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
7.989655172,2.379310345,"Kasparov, Garry",2770,,IND,0,1991/??/??,B82,Tilburg,17,NED,1991/10/??,14,tourn,,2,29,57,Jan-00,6,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
7.09787234,1.85106383,"Short, Nigel D",2660,,IND,2,1991/??/??,C85,Tilburg,17,NED,1991/10/??,14,tourn,,1,47,93,1/2-1/2,7,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
2.049019608,1.156862745,"Anand, Viswanathan",2650,,IND,3,1991/??/??,D23,Tilburg,17,NED,1991/10/??,14,tourn,,3,51,102,0-1,7,,Tilburg,ChessBase,2/1/1992,"Bareev, Evgeny",2680,,ARG,0
4.745714286,1.914285714,"Anand, Viswanathan",2650,,IND,3,1991/??/??,C42,Tilburg,17,NED,1991/10/??,14,tourn,,0,70,141,1/2-1/2,9,,Tilburg,ChessBase,2/1/1992,"Timman, Jan H",2630,,ARG,0
4.701587302,1.380952381,"Kortschnoj, Viktor",2610,,IND,9,1991/??/??,C13,Tilburg,17,NED,1991/10/??,14,tourn,,0,63,125,1/2-1/2,10,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
5.846,1.03,"Anand, Viswanathan",2650,,IND,7,1991/??/??,D46,Tilburg,17,NED,1991/10/??,14,tourn,,1,100,201,Jan-00,11,,Tilburg,ChessBase,2/1/1992,"Kamsky, Gata",2595,,ARG,0
6.578846154,1.75,"Anand, Viswanathan",2650,,IND,4,1991/??/??,E15,Tilburg,17,NED,1991/10/??,14,tourn,,3,52,105,Jan-00,13,,Tilburg,ChessBase,2/1/1992,"Karpov, Anatoly",2730,,ARG,0
6.933333333,1.5,"Bareev, Evgeny",2680,,IND,0,1991/??/??,C13,Tilburg,17,NED,1991/10/??,14,tourn,,0,12,23,1/2-1/2,14,,Tilburg,ChessBase,2/1/1992,"Anand, Viswanathan",2650,,ARG,0
6.211666667,1.966666667,"Kortschnoj, Viktor",2610,,IND,5,1991/??/??,C63,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,2,60,119,Jan-00,1,,Paris,ChessBase,3/1/1992,"Anand, Viswanathan",2650,,ARG,0
10.76607143,2.017857143,"Anand, Viswanathan",2650,,IND,3,1991/??/??,A33,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,0,56,112,0-1,1,,Paris,ChessBase,3/1/1992,"Kortschnoj, Viktor",2610,,ARG,0
7.219047619,2.666666667,"Salov, Valery",2665,,IND,0,1991/??/??,B31,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,2,21,41,Jan-00,2,,Paris,ChessBase,3/1/1992,"Anand, Viswanathan",2650,,ARG,0
5.618918919,1.621621622,"Anand, Viswanathan",2650,,IND,2,1991/??/??,E32,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,0,37,74,0-1,2,,Paris,ChessBase,3/1/1992,"Salov, Valery",2665,,ARG,0
6.048837209,0.906976744,"Timman, Jan H",2630,,IND,3,1991/??/??,B12,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,3,43,86,0-1,3,,Paris,ChessBase,3/1/1992,"Anand, Viswanathan",2650,,ARG,0
6.617391304,1.811594203,"Anand, Viswanathan",2650,,IND,2,1991/??/??,A55,Paris Immopar rapid,,FRA,1991/11/??,4,k.o. (rapid),,3,69,139,1/2-1/2,3,,Paris,ChessBase,3/1/1992,"Timman, Jan H",2630,,ARG,0
